12547,NWS-IDP-PROD-4373569-3656182!&JeffersonCO,2020-08-05,f,23412543,1249094
12566,NWS-IDP-PROD-4393922-3667168!&DallasTX,2020-08-17,t,23412523,1250677
12550,NWS-IDP-PROD-4373569-3656182!&LarimerCO,2020-08-05,f,23412545,1249098
12551,NWS-IDP-PROD-4373569-3656182!&LarimerCO,2020-08-05,f,23412544,1249098
12563,NWS-IDP-PROD-4377142-3657957!&BaltimoreMD,2020-08-07,t,23412568,1249705
12555,NWS-IDP-PROD-4375384-3657051!&AdamsCO,2020-08-06,f,23412551,1249331
12553,NWS-IDP-PROD-4374586-3656665!&BaltimoreMD,2020-08-06,t,23412568,1249187
12554,NWS-IDP-PROD-4375384-3657051!&ArapahoeCO,2020-08-06,t,23412549,1249330
12562,NWS-IDP-PROD-4377141-3657956!&BaltimoreMD,2020-08-07,t,23412568,1249706
12544,NWS-IDP-PROD-4373568-3656181!&PuebloCO,2020-08-05,t,23412536,1249079
12557,NWS-IDP-PROD-4375428-3657083!&DuvalFL,2020-08-06,t,23412561,1249346
12558,NWS-IDP-PROD-4375821-3657306!&PuebloCO,2020-08-07,f,23412536,1249422
12559,NWS-IDP-PROD-4376931-3657827!&BaltimoreMD,2020-08-07,f,23412568,1249607
12561,NWS-IDP-PROD-4377002-3657876!&BaltimoreMD,2020-08-07,t,23412568,1249639
12569,NWS-IDP-PROD-4403547-3671544!&MarinetteWI,2020-08-21,f,23412499,1251489
12565,NWS-IDP-PROD-4393771-3667051!&DallasTX,2020-08-17,f,23412523,1250645
12549,NWS-IDP-PROD-4373569-3656182!&AdamsCO,2020-08-05,t,23412550,1249105
12564,NWS-IDP-PROD-4382111-3660372!&UlsterNY,2020-08-10,t,23412501,1250187
12556,NWS-IDP-PROD-4375384-3657051!&AdamsCO,2020-08-06,t,23412550,1249331
12548,NWS-IDP-PROD-4373569-3656182!&JeffersonCO,2020-08-05,t,23412541,1249094
12533,NWS-IDP-PROD-4371807-3655014!&JeffersonCO,2020-08-04,t,23412541,1248936
12568,NWS-IDP-PROD-4401929-3670764!&ArapahoeCO,2020-08-20,t,23412549,1251351
12570,NWS-IDP-PROD-4406631-3673488!&BaltimoreMD,2020-08-23,f,23412568,1251769
12571,NWS-IDP-PROD-4406650-3673501!&AddisonVT,2020-08-23,f,23412552,1251775
12572,NWS-IDP-PROD-4407006-3673778!&BaltimoreMD,2020-08-23,f,23412568,1251853
12573,NWS-IDP-PROD-4407067-3673812!&BaltimoreMD,2020-08-23,f,23412568,1251879
12574,NWS-IDP-PROD-4407078-3673819!&BaltimoreMD,2020-08-23,f,23412568,1251873
12575,NWS-IDP-PROD-4408456-3674668!&AddisonVT,2020-08-24,f,23412552,1252020
